User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Calories_per_Session,Distance_per_Session,Cluster
1293,Male,50,Active,Urban,150,92,440,2.933333333333333,0.6133333333333333,2
1294,Female,53,Sedentary,Suburban,89,49,352,3.955056179775281,0.550561797752809,0
1295,Male,57,Moderate,Rural,138,98,430,3.1159420289855073,0.7101449275362319,2
1296,Male,33,Sedentary,Urban,57,38,269,4.719298245614035,0.6666666666666666,0
1297,Female,19,Moderate,Urban,101,69,404,4.0,0.6831683168316832,2
1298,Female,25,Active,Rural,163,104,402,2.4662576687116564,0.6380368098159509,2
1299,Female,30,Sedentary,Rural,57,39,262,4.5964912280701755,0.6842105263157895,0
1300,Male,47,Moderate,Rural,121,68,491,4.0578512396694215,0.5619834710743802,2
1301,Female,18,Moderate,Rural,141,80,617,4.375886524822695,0.5673758865248227,1
1302,Female,29,Active,Rural,199,151,662,3.3266331658291457,0.7587939698492462,1
1303,Male,24,Active,Rural,152,127,674,4.434210526315789,0.8355263157894737,1
1304,Male,31,Moderate,Rural,141,82,666,4.723404255319149,0.5815602836879432,1
1305,Female,59,Sedentary,Urban,93,56,318,3.4193548387096775,0.6021505376344086,0
1306,Female,52,Moderate,Suburban,101,66,344,3.405940594059406,0.6534653465346535,0
1307,Male,45,Sedentary,Urban,53,47,116,2.188679245283019,0.8867924528301887,0
1308,Male,29,Sedentary,Urban,72,36,313,4.347222222222222,0.5,0
1309,Female,57,Moderate,Suburban,149,120,412,2.7651006711409396,0.8053691275167785,2
1310,Male,41,Sedentary,Suburban,53,31,235,4.433962264150943,0.5849056603773585,0
1311,Male,18,Moderate,Suburban,144,98,604,4.194444444444445,0.6805555555555556,1
1312,Female,34,Moderate,Rural,117,68,390,3.3333333333333335,0.5811965811965812,2
1313,Female,55,Active,Rural,174,164,529,3.0402298850574714,0.9425287356321839,2
1314,Female,45,Moderate,Rural,147,118,590,4.01360544217687,0.8027210884353742,1
1315,Male,50,Moderate,Urban,137,108,630,4.598540145985401,0.7883211678832117,1
1316,Female,41,Active,Suburban,160,123,607,3.79375,0.76875,1
1317,Male,23,Active,Suburban,198,104,452,2.282828282828283,0.5252525252525253,2
1318,Male,38,Sedentary,Urban,55,41,172,3.1272727272727274,0.7454545454545455,0
1319,Male,21,Sedentary,Rural,98,70,262,2.673469387755102,0.7142857142857143,0
1320,Male,50,Active,Suburban,168,138,497,2.9583333333333335,0.8214285714285714,2
1321,Female,27,Active,Urban,190,101,436,2.294736842105263,0.531578947368421,2
1322,Male,53,Active,Rural,165,140,495,3.0,0.8484848484848485,2
1323,Female,30,Moderate,Urban,108,66,249,2.3055555555555554,0.6111111111111112,0
1324,Male,53,Moderate,Rural,145,108,588,4.055172413793104,0.7448275862068966,1
1325,Male,26,Moderate,Urban,146,78,543,3.719178082191781,0.5342465753424658,2
1326,Female,48,Active,Rural,187,153,505,2.700534759358289,0.8181818181818182,2
1327,Female,21,Sedentary,Urban,54,32,167,3.0925925925925926,0.5925925925925926,0
1328,Female,37,Sedentary,Urban,62,44,211,3.403225806451613,0.7096774193548387,0
1329,Female,25,Moderate,Urban,127,75,359,2.826771653543307,0.5905511811023622,2
1330,Female,44,Moderate,Urban,148,129,633,4.277027027027027,0.8716216216216216,1
1331,Female,53,Active,Suburban,156,145,342,2.1923076923076925,0.9294871794871795,2
1332,Male,26,Active,Suburban,173,171,649,3.7514450867052025,0.9884393063583815,1
1333,Female,41,Sedentary,Suburban,91,70,307,3.3736263736263736,0.7692307692307693,0
1334,Male,54,Sedentary,Suburban,84,64,287,3.4166666666666665,0.7619047619047619,0
1335,Male,58,Active,Urban,194,146,867,4.469072164948454,0.7525773195876289,1
1336,Female,57,Sedentary,Suburban,99,67,329,3.323232323232323,0.6767676767676768,0
1337,Male,47,Sedentary,Suburban,94,58,330,3.5106382978723403,0.6170212765957447,0
1338,Male,43,Moderate,Urban,114,66,345,3.026315789473684,0.5789473684210527,0
1339,Female,21,Active,Suburban,168,136,791,4.708333333333333,0.8095238095238095,1
1340,Female,18,Active,Suburban,180,98,388,2.1555555555555554,0.5444444444444444,2
1341,Male,37,Active,Rural,156,149,416,2.6666666666666665,0.9551282051282052,2
1342,Female,45,Moderate,Suburban,116,72,375,3.2327586206896552,0.6206896551724138,2
1343,Female,41,Active,Rural,156,115,400,2.5641025641025643,0.7371794871794872,2
1344,Male,45,Sedentary,Suburban,61,44,131,2.1475409836065573,0.7213114754098361,0
1345,Female,45,Moderate,Urban,123,110,441,3.5853658536585367,0.8943089430894309,2
1346,Female,22,Moderate,Suburban,142,107,456,3.211267605633803,0.7535211267605634,2
1347,Female,49,Active,Urban,191,148,634,3.319371727748691,0.774869109947644,1
1348,Male,47,Sedentary,Suburban,88,86,371,4.215909090909091,0.9772727272727273,2
1349,Male,38,Active,Suburban,185,128,586,3.1675675675675676,0.6918918918918919,1
1350,Female,59,Sedentary,Urban,90,74,307,3.411111111111111,0.8222222222222222,0
1351,Female,33,Active,Urban,150,90,336,2.24,0.6,0
1352,Female,25,Sedentary,Urban,86,49,396,4.604651162790698,0.5697674418604651,2
1353,Male,29,Sedentary,Urban,99,70,259,2.6161616161616164,0.7070707070707071,0
1354,Male,49,Sedentary,Rural,76,66,167,2.1973684210526314,0.868421052631579,0
1355,Female,42,Moderate,Rural,120,70,516,4.3,0.5833333333333334,2
1356,Female,20,Active,Urban,158,105,442,2.7974683544303796,0.6645569620253164,2
1357,Male,43,Active,Rural,188,179,582,3.095744680851064,0.9521276595744681,1
1358,Female,53,Active,Suburban,192,118,946,4.927083333333333,0.6145833333333334,1
1359,Female,34,Moderate,Suburban,128,102,335,2.6171875,0.796875,0
1360,Male,44,Sedentary,Suburban,52,41,239,4.596153846153846,0.7884615384615384,0
1361,Female,39,Moderate,Rural,125,103,412,3.296,0.824,2
1362,Female,55,Moderate,Rural,106,60,438,4.132075471698113,0.5660377358490566,2
1363,Male,52,Sedentary,Suburban,97,93,296,3.051546391752577,0.9587628865979382,0
1364,Female,24,Active,Urban,185,97,381,2.0594594594594593,0.5243243243243243,2
1365,Male,20,Moderate,Suburban,138,127,596,4.318840579710145,0.9202898550724637,1
1366,Male,23,Sedentary,Rural,99,91,368,3.717171717171717,0.9191919191919192,2
1367,Male,30,Sedentary,Suburban,98,73,399,4.071428571428571,0.7448979591836735,2
1368,Female,32,Active,Suburban,176,174,562,3.1931818181818183,0.9886363636363636,2
1369,Female,43,Sedentary,Rural,70,55,227,3.242857142857143,0.7857142857142857,0
1370,Female,50,Sedentary,Rural,62,40,243,3.9193548387096775,0.6451612903225806,0
1371,Female,32,Sedentary,Rural,64,49,256,4.0,0.765625,0
1372,Male,56,Active,Rural,183,132,683,3.73224043715847,0.7213114754098361,1
1373,Male,58,Active,Suburban,180,121,715,3.9722222222222223,0.6722222222222223,1
1374,Male,31,Sedentary,Rural,78,48,341,4.371794871794871,0.6153846153846154,0
1375,Female,36,Sedentary,Urban,70,58,294,4.2,0.8285714285714286,0
1376,Male,45,Active,Rural,170,102,583,3.429411764705882,0.6,2
1377,Male,41,Active,Rural,153,122,615,4.019607843137255,0.7973856209150327,1
1378,Female,58,Active,Suburban,167,155,833,4.9880239520958085,0.9281437125748503,1
1379,Female,50,Moderate,Urban,148,108,532,3.5945945945945947,0.7297297297297297,2
1380,Male,29,Active,Urban,179,127,851,4.754189944134078,0.7094972067039106,1
1381,Female,27,Sedentary,Urban,55,40,187,3.4,0.7272727272727273,0
1382,Female,24,Active,Rural,169,133,602,3.562130177514793,0.7869822485207101,1
1383,Female,18,Sedentary,Suburban,61,43,241,3.9508196721311477,0.7049180327868853,0
1384,Male,32,Sedentary,Suburban,72,69,223,3.0972222222222223,0.9583333333333334,0
1385,Male,18,Sedentary,Rural,67,65,330,4.925373134328358,0.9701492537313433,0
1386,Male,37,Active,Urban,188,167,461,2.452127659574468,0.8882978723404256,2
1387,Male,19,Active,Urban,192,126,739,3.8489583333333335,0.65625,1
1388,Male,20,Active,Suburban,152,79,551,3.625,0.5197368421052632,2
1389,Male,53,Active,Rural,176,114,712,4.045454545454546,0.6477272727272727,1
1390,Male,33,Active,Urban,185,138,743,4.0162162162162165,0.745945945945946,1
1391,Male,46,Moderate,Rural,145,132,459,3.1655172413793102,0.9103448275862069,2
1392,Female,53,Active,Suburban,156,107,617,3.9551282051282053,0.6858974358974359,1
1393,Female,56,Moderate,Rural,146,112,419,2.8698630136986303,0.7671232876712328,2
1394,Male,20,Sedentary,Rural,90,49,365,4.055555555555555,0.5444444444444444,0
1395,Female,54,Sedentary,Rural,93,52,416,4.473118279569892,0.5591397849462365,2
1396,Female,29,Sedentary,Rural,81,54,276,3.4074074074074074,0.6666666666666666,0
1397,Male,37,Sedentary,Urban,62,48,197,3.1774193548387095,0.7741935483870968,0
1398,Male,40,Moderate,Suburban,139,125,288,2.0719424460431655,0.8992805755395683,0
1399,Male,39,Moderate,Urban,139,115,663,4.76978417266187,0.8273381294964028,1
1400,Female,49,Sedentary,Urban,76,45,200,2.6315789473684212,0.5921052631578947,0
1401,Female,24,Active,Urban,187,108,912,4.877005347593583,0.5775401069518716,1
1402,Male,39,Sedentary,Urban,59,55,273,4.627118644067797,0.9322033898305084,0
1403,Male,19,Sedentary,Suburban,74,38,192,2.5945945945945947,0.5135135135135135,0
1404,Female,31,Moderate,Suburban,132,125,441,3.340909090909091,0.946969696969697,2
1405,Male,33,Sedentary,Urban,95,81,428,4.505263157894737,0.8526315789473684,2
1406,Male,41,Moderate,Rural,140,127,462,3.3,0.9071428571428571,2
1407,Female,24,Moderate,Rural,104,56,241,2.3173076923076925,0.5384615384615384,0
1408,Female,21,Sedentary,Rural,50,41,150,3.0,0.82,0
1409,Male,54,Active,Rural,198,107,597,3.015151515151515,0.5404040404040404,1
1410,Female,58,Moderate,Rural,114,101,384,3.3684210526315788,0.8859649122807017,2
1411,Female,22,Moderate,Suburban,124,82,466,3.7580645161290325,0.6612903225806451,2
1412,Male,19,Moderate,Rural,127,85,612,4.818897637795276,0.6692913385826772,1
1413,Male,22,Sedentary,Suburban,85,44,202,2.376470588235294,0.5176470588235295,0
1414,Male,20,Sedentary,Rural,56,32,201,3.5892857142857144,0.5714285714285714,0
1415,Male,59,Moderate,Rural,116,74,554,4.775862068965517,0.6379310344827587,2
1416,Male,25,Active,Urban,152,109,567,3.7302631578947367,0.7171052631578947,2
1417,Male,43,Sedentary,Urban,94,52,386,4.1063829787234045,0.5531914893617021,2
1418,Male,27,Active,Urban,198,181,763,3.8535353535353534,0.9141414141414141,1
1419,Female,51,Active,Suburban,195,148,508,2.605128205128205,0.7589743589743589,2
1420,Male,53,Sedentary,Suburban,59,51,183,3.1016949152542375,0.864406779661017,0
1421,Female,29,Moderate,Urban,120,83,415,3.4583333333333335,0.6916666666666667,2
1422,Male,37,Active,Urban,162,144,328,2.0246913580246915,0.8888888888888888,0
1423,Male,46,Moderate,Rural,117,109,436,3.7264957264957266,0.9316239316239316,2
1424,Male,31,Active,Suburban,186,146,659,3.543010752688172,0.7849462365591398,1
1425,Male,22,Moderate,Rural,127,84,298,2.3464566929133857,0.6614173228346457,0
1426,Male,44,Sedentary,Rural,77,38,223,2.896103896103896,0.4935064935064935,0
1427,Male,21,Active,Urban,160,121,736,4.6,0.75625,1
1428,Female,46,Active,Rural,165,94,734,4.448484848484848,0.5696969696969697,1
1429,Male,20,Active,Rural,197,144,560,2.8426395939086295,0.7309644670050761,2
1430,Male,50,Moderate,Urban,145,114,700,4.827586206896552,0.7862068965517242,1
1431,Male,47,Active,Urban,194,133,757,3.902061855670103,0.6855670103092784,1
1432,Female,53,Active,Rural,152,151,310,2.039473684210526,0.993421052631579,0
1433,Female,26,Moderate,Rural,119,73,302,2.53781512605042,0.6134453781512605,0
1434,Male,18,Moderate,Rural,109,67,315,2.889908256880734,0.6146788990825688,0
1435,Male,40,Sedentary,Suburban,98,73,269,2.7448979591836733,0.7448979591836735,0
1436,Male,20,Moderate,Rural,136,73,533,3.9191176470588234,0.5367647058823529,2
1437,Male,49,Active,Urban,177,165,366,2.0677966101694913,0.9322033898305084,2
1438,Male,41,Active,Rural,159,158,484,3.0440251572327046,0.9937106918238994,2
1439,Female,23,Sedentary,Suburban,84,56,318,3.7857142857142856,0.6666666666666666,0
1440,Male,30,Sedentary,Rural,86,50,176,2.046511627906977,0.5813953488372093,0
1441,Female,32,Active,Suburban,183,117,489,2.6721311475409837,0.639344262295082,2
1442,Female,47,Moderate,Suburban,118,101,534,4.52542372881356,0.8559322033898306,2
1443,Male,29,Active,Urban,184,175,866,4.706521739130435,0.9510869565217391,1
1444,Female,57,Sedentary,Rural,96,85,268,2.7916666666666665,0.8854166666666666,0
1445,Male,52,Active,Suburban,167,100,526,3.1497005988023954,0.5988023952095808,2
1446,Female,45,Active,Rural,181,142,706,3.9005524861878453,0.7845303867403315,1
1447,Male,21,Active,Suburban,170,95,707,4.158823529411765,0.5588235294117647,1
1448,Male,24,Sedentary,Urban,50,43,195,3.9,0.86,0
1449,Male,33,Sedentary,Urban,57,46,129,2.263157894736842,0.8070175438596491,0
1450,Male,39,Sedentary,Rural,84,43,179,2.130952380952381,0.5119047619047619,0
1451,Female,58,Moderate,Rural,128,73,445,3.4765625,0.5703125,2
1452,Female,42,Sedentary,Rural,71,68,327,4.605633802816901,0.9577464788732394,0
1453,Female,20,Moderate,Rural,120,96,500,4.166666666666667,0.8,2
1454,Male,39,Moderate,Rural,105,83,219,2.085714285714286,0.7904761904761904,0
1455,Male,48,Sedentary,Suburban,54,50,191,3.537037037037037,0.9259259259259259,0
1456,Female,54,Moderate,Rural,136,114,480,3.5294117647058822,0.8382352941176471,2
1457,Male,39,Moderate,Suburban,148,97,633,4.277027027027027,0.6554054054054054,1
1458,Male,44,Active,Suburban,175,141,612,3.4971428571428573,0.8057142857142857,1
1459,Female,19,Moderate,Suburban,142,111,669,4.711267605633803,0.7816901408450704,1
1460,Male,39,Moderate,Rural,129,83,313,2.4263565891472867,0.6434108527131783,0
1461,Female,34,Sedentary,Urban,59,52,225,3.8135593220338984,0.8813559322033898,0
1462,Male,37,Active,Urban,161,94,650,4.037267080745342,0.5838509316770186,1
1463,Male,41,Moderate,Rural,117,105,294,2.5128205128205128,0.8974358974358975,0
1464,Female,48,Moderate,Rural,106,80,214,2.018867924528302,0.7547169811320755,0
1465,Female,25,Moderate,Rural,143,86,449,3.13986013986014,0.6013986013986014,2
1466,Female,22,Sedentary,Suburban,53,28,114,2.150943396226415,0.5283018867924528,0
1467,Female,19,Sedentary,Urban,95,58,263,2.768421052631579,0.6105263157894737,0
1468,Female,21,Active,Urban,195,140,497,2.5487179487179485,0.717948717948718,2
1469,Male,52,Moderate,Urban,101,68,214,2.118811881188119,0.6732673267326733,0
1470,Female,51,Active,Urban,191,149,862,4.513089005235602,0.7801047120418848,1
1471,Male,20,Sedentary,Suburban,50,32,215,4.3,0.64,0
1472,Male,37,Moderate,Rural,102,95,356,3.4901960784313726,0.9313725490196079,2
1473,Female,26,Moderate,Suburban,143,122,301,2.104895104895105,0.8531468531468531,0
1474,Female,23,Active,Rural,192,151,835,4.348958333333333,0.7864583333333334,1
1475,Male,22,Moderate,Rural,107,91,421,3.9345794392523366,0.8504672897196262,2
1476,Female,58,Sedentary,Urban,93,83,336,3.6129032258064515,0.8924731182795699,0
1477,Female,55,Active,Urban,155,119,609,3.9290322580645163,0.7677419354838709,1
1478,Male,52,Active,Rural,165,161,608,3.684848484848485,0.9757575757575757,1
1479,Male,48,Moderate,Rural,115,92,433,3.765217391304348,0.8,2
1480,Female,30,Sedentary,Urban,86,51,308,3.5813953488372094,0.5930232558139535,0
1481,Male,43,Moderate,Urban,147,130,608,4.136054421768708,0.8843537414965986,1
1482,Male,39,Active,Urban,172,154,746,4.337209302325581,0.8953488372093024,1
1483,Male,49,Active,Urban,184,146,477,2.592391304347826,0.7934782608695652,2
1484,Male,32,Sedentary,Urban,67,46,217,3.2388059701492535,0.6865671641791045,0
1485,Male,28,Active,Suburban,162,133,403,2.4876543209876543,0.8209876543209876,2
1486,Male,33,Sedentary,Suburban,90,75,218,2.422222222222222,0.8333333333333334,0
1487,Male,23,Moderate,Suburban,134,131,563,4.201492537313433,0.9776119402985075,2
1488,Male,28,Sedentary,Urban,95,59,324,3.4105263157894736,0.6210526315789474,0
1489,Male,27,Moderate,Rural,144,93,422,2.9305555555555554,0.6458333333333334,2
1490,Male,33,Moderate,Rural,119,110,466,3.9159663865546217,0.9243697478991597,2
1491,Female,29,Active,Urban,185,159,436,2.3567567567567567,0.8594594594594595,2
1492,Female,24,Moderate,Suburban,102,53,459,4.5,0.5196078431372549,2
1493,Female,56,Active,Rural,185,145,897,4.848648648648648,0.7837837837837838,1
1494,Male,44,Sedentary,Urban,61,35,269,4.409836065573771,0.5737704918032787,0
1495,Male,41,Sedentary,Suburban,80,69,180,2.25,0.8625,0
1496,Male,32,Moderate,Suburban,102,71,295,2.892156862745098,0.696078431372549,0
1497,Male,23,Sedentary,Suburban,77,42,224,2.909090909090909,0.5454545454545454,0
1498,Male,36,Moderate,Suburban,104,60,382,3.673076923076923,0.5769230769230769,2
1499,Female,25,Sedentary,Suburban,70,54,305,4.357142857142857,0.7714285714285715,0
1500,Male,53,Moderate,Suburban,139,105,591,4.251798561151079,0.7553956834532374,1
1501,Female,30,Moderate,Suburban,116,99,454,3.913793103448276,0.853448275862069,2
1502,Female,50,Sedentary,Suburban,82,72,225,2.7439024390243905,0.8780487804878049,0
1503,Female,49,Sedentary,Suburban,81,62,310,3.8271604938271606,0.7654320987654321,0
1504,Male,45,Sedentary,Suburban,74,69,342,4.621621621621622,0.9324324324324325,0
1505,Female,57,Sedentary,Urban,55,43,201,3.6545454545454548,0.7818181818181819,0
1506,Male,27,Moderate,Rural,101,81,265,2.623762376237624,0.801980198019802,0
1507,Male,50,Moderate,Urban,125,123,254,2.032,0.984,0
1508,Female,18,Sedentary,Rural,60,39,296,4.933333333333334,0.65,0
1509,Female,38,Sedentary,Urban,63,58,185,2.9365079365079363,0.9206349206349206,0
1510,Female,22,Active,Rural,162,82,412,2.54320987654321,0.5061728395061729,2
1511,Male,18,Moderate,Rural,143,129,648,4.531468531468532,0.9020979020979021,1
1512,Male,38,Moderate,Rural,111,79,417,3.7567567567567566,0.7117117117117117,2
1513,Female,42,Sedentary,Urban,91,56,364,4.0,0.6153846153846154,0
1514,Male,37,Active,Rural,187,135,622,3.3262032085561497,0.7219251336898396,1
1515,Male,26,Sedentary,Suburban,76,72,279,3.6710526315789473,0.9473684210526315,0
1516,Male,33,Moderate,Rural,120,79,514,4.283333333333333,0.6583333333333333,2
1517,Female,45,Moderate,Urban,132,128,451,3.4166666666666665,0.9696969696969697,2
1518,Female,57,Active,Urban,168,111,613,3.6488095238095237,0.6607142857142857,1
1519,Female,53,Sedentary,Suburban,73,65,302,4.136986301369863,0.8904109589041096,0
1520,Male,56,Active,Rural,159,110,774,4.867924528301887,0.6918238993710691,1
1521,Female,41,Sedentary,Urban,74,52,162,2.189189189189189,0.7027027027027027,0
1522,Male,33,Active,Rural,197,115,638,3.238578680203046,0.583756345177665,1
1523,Male,31,Sedentary,Suburban,72,38,342,4.75,0.5277777777777778,0
1524,Male,51,Sedentary,Suburban,88,54,263,2.9886363636363638,0.6136363636363636,0
1525,Male,41,Sedentary,Urban,84,66,259,3.0833333333333335,0.7857142857142857,0
1526,Female,28,Moderate,Rural,111,77,302,2.720720720720721,0.6936936936936937,0
1527,Female,53,Sedentary,Suburban,90,81,389,4.322222222222222,0.9,2
1528,Male,18,Moderate,Suburban,108,98,314,2.9074074074074074,0.9074074074074074,0
1529,Female,29,Active,Urban,185,148,432,2.3351351351351353,0.8,2
1530,Female,38,Sedentary,Suburban,67,52,180,2.6865671641791047,0.7761194029850746,0
1531,Female,26,Moderate,Urban,119,113,243,2.042016806722689,0.9495798319327731,0
1532,Female,56,Active,Suburban,158,107,776,4.9113924050632916,0.6772151898734177,1
1533,Female,20,Sedentary,Suburban,85,68,280,3.2941176470588234,0.8,0
1534,Female,33,Active,Urban,198,104,690,3.484848484848485,0.5252525252525253,1
1535,Female,21,Moderate,Urban,131,113,560,4.2748091603053435,0.8625954198473282,2
1536,Female,43,Moderate,Rural,143,98,586,4.0979020979020975,0.6853146853146853,2
1537,Female,30,Sedentary,Suburban,50,42,153,3.06,0.84,0
1538,Female,37,Moderate,Rural,142,134,313,2.204225352112676,0.9436619718309859,0
1539,Female,36,Moderate,Rural,117,86,403,3.4444444444444446,0.7350427350427351,2
1540,Male,44,Active,Urban,187,179,587,3.1390374331550803,0.9572192513368984,1
1541,Male,19,Sedentary,Suburban,51,29,116,2.2745098039215685,0.5686274509803921,0
1542,Female,27,Sedentary,Urban,81,45,367,4.530864197530864,0.5555555555555556,0
1543,Female,42,Sedentary,Suburban,73,56,287,3.9315068493150687,0.7671232876712328,0
1544,Female,36,Active,Urban,161,134,645,4.0062111801242235,0.8322981366459627,1
1545,Female,32,Moderate,Suburban,143,121,493,3.4475524475524475,0.8461538461538461,2
1546,Male,56,Sedentary,Rural,67,43,225,3.3582089552238807,0.6417910447761194,0
1547,Male,41,Sedentary,Suburban,65,61,295,4.538461538461538,0.9384615384615385,0
1548,Female,33,Active,Suburban,171,89,496,2.9005847953216373,0.52046783625731,2
1549,Male,34,Active,Urban,181,153,584,3.226519337016575,0.8453038674033149,1
1550,Female,33,Sedentary,Suburban,82,66,309,3.768292682926829,0.8048780487804879,0
1551,Male,35,Sedentary,Suburban,61,32,126,2.0655737704918034,0.5245901639344263,0
1552,Female,21,Active,Suburban,163,139,401,2.460122699386503,0.852760736196319,2
1553,Male,19,Active,Suburban,153,91,380,2.4836601307189543,0.5947712418300654,2
1554,Male,48,Active,Rural,185,139,691,3.735135135135135,0.7513513513513513,1
1555,Male,19,Active,Urban,162,88,751,4.635802469135802,0.5432098765432098,1
1556,Female,19,Moderate,Suburban,120,85,407,3.3916666666666666,0.7083333333333334,2
1557,Male,32,Moderate,Urban,129,76,258,2.0,0.5891472868217055,0
1558,Female,46,Sedentary,Rural,92,73,312,3.391304347826087,0.7934782608695652,0
1559,Male,51,Moderate,Rural,139,102,674,4.848920863309353,0.7338129496402878,1
1560,Male,57,Active,Suburban,151,78,527,3.4900662251655628,0.5165562913907285,2
1561,Female,49,Sedentary,Urban,62,34,219,3.532258064516129,0.5483870967741935,0
1562,Female,38,Active,Urban,170,99,816,4.8,0.5823529411764706,1
1563,Female,47,Moderate,Urban,125,82,517,4.136,0.656,2
1564,Male,41,Active,Rural,161,148,766,4.75776397515528,0.9192546583850931,1
1565,Female,31,Sedentary,Rural,91,70,341,3.7472527472527473,0.7692307692307693,0
1566,Female,45,Moderate,Suburban,101,57,420,4.158415841584159,0.5643564356435643,2
1567,Female,31,Sedentary,Urban,86,50,259,3.011627906976744,0.5813953488372093,0
1568,Male,51,Moderate,Urban,112,84,236,2.107142857142857,0.75,0
1569,Female,31,Active,Rural,172,132,559,3.25,0.7674418604651163,2
1570,Female,42,Sedentary,Suburban,92,68,257,2.7934782608695654,0.7391304347826086,0
1571,Male,29,Moderate,Suburban,137,136,342,2.4963503649635035,0.9927007299270073,2
1572,Female,58,Moderate,Suburban,130,104,644,4.953846153846154,0.8,1
1573,Male,57,Moderate,Rural,101,98,486,4.811881188118812,0.9702970297029703,2
1574,Female,37,Moderate,Urban,106,81,522,4.9245283018867925,0.7641509433962265,2
1575,Female,59,Active,Suburban,158,114,578,3.6582278481012658,0.7215189873417721,2
1576,Female,24,Active,Suburban,177,97,689,3.8926553672316384,0.5480225988700564,1
1577,Female,32,Moderate,Urban,109,92,531,4.871559633027523,0.8440366972477065,2
1578,Male,26,Active,Suburban,175,126,815,4.6571428571428575,0.72,1
1579,Male,21,Active,Rural,150,91,348,2.32,0.6066666666666667,2
1580,Male,48,Moderate,Suburban,121,96,385,3.1818181818181817,0.7933884297520661,2
1581,Male,40,Active,Urban,156,92,426,2.730769230769231,0.5897435897435898,2
1582,Male,23,Sedentary,Rural,70,36,326,4.6571428571428575,0.5142857142857142,0
1583,Male,45,Sedentary,Suburban,97,72,394,4.061855670103093,0.7422680412371134,2
1584,Female,29,Active,Urban,169,133,475,2.8106508875739644,0.7869822485207101,2
1585,Female,39,Moderate,Urban,120,63,397,3.308333333333333,0.525,2
1586,Female,41,Sedentary,Urban,83,70,371,4.469879518072289,0.8433734939759037,2
1587,Male,51,Active,Urban,171,149,657,3.8421052631578947,0.8713450292397661,1
1588,Female,36,Active,Suburban,157,152,762,4.853503184713376,0.9681528662420382,1
1589,Male,41,Moderate,Suburban,104,96,256,2.4615384615384617,0.9230769230769231,0
1590,Male,37,Moderate,Rural,109,108,279,2.5596330275229358,0.9908256880733946,0
1591,Female,51,Active,Rural,188,170,496,2.6382978723404253,0.9042553191489362,2
1592,Female,44,Moderate,Urban,144,99,340,2.361111111111111,0.6875,0
1593,Male,46,Sedentary,Urban,58,41,190,3.2758620689655173,0.7068965517241379,0
1594,Male,18,Sedentary,Rural,89,72,301,3.3820224719101124,0.8089887640449438,0
1595,Male,53,Active,Suburban,156,138,722,4.628205128205129,0.8846153846153846,1
1596,Female,56,Active,Suburban,171,114,433,2.5321637426900585,0.6666666666666666,2
1597,Male,24,Moderate,Suburban,119,73,380,3.19327731092437,0.6134453781512605,2
1598,Male,37,Sedentary,Urban,61,46,144,2.360655737704918,0.7540983606557377,0
1599,Female,37,Moderate,Rural,105,96,353,3.361904761904762,0.9142857142857143,0
1600,Male,42,Active,Rural,176,174,544,3.090909090909091,0.9886363636363636,2
1601,Female,38,Active,Rural,194,103,816,4.206185567010309,0.5309278350515464,1
1602,Male,26,Active,Suburban,188,143,808,4.297872340425532,0.7606382978723404,1
1603,Female,44,Active,Rural,197,146,561,2.8477157360406093,0.7411167512690355,2
1604,Male,45,Active,Rural,188,150,603,3.2074468085106385,0.7978723404255319,1
1605,Female,42,Active,Suburban,171,86,495,2.8947368421052633,0.5029239766081871,2
1606,Male,53,Moderate,Urban,149,96,674,4.523489932885906,0.6442953020134228,1
1607,Male,51,Moderate,Urban,139,86,621,4.467625899280575,0.6187050359712231,1
1608,Female,19,Moderate,Suburban,103,96,335,3.2524271844660193,0.9320388349514563,0
1609,Female,26,Sedentary,Rural,79,76,316,4.0,0.9620253164556962,0
1610,Male,36,Moderate,Urban,139,121,341,2.4532374100719423,0.8705035971223022,2
1611,Male,32,Active,Urban,182,148,427,2.3461538461538463,0.8131868131868132,2
1612,Male,38,Moderate,Urban,102,68,452,4.431372549019608,0.6666666666666666,2
1613,Male,33,Moderate,Suburban,109,55,396,3.63302752293578,0.5045871559633027,2
1614,Male,19,Sedentary,Urban,79,68,182,2.3037974683544302,0.8607594936708861,0
1615,Male,43,Active,Rural,192,183,570,2.96875,0.953125,2
1616,Male,46,Sedentary,Suburban,84,51,359,4.273809523809524,0.6071428571428571,0
1617,Female,50,Sedentary,Suburban,97,77,319,3.288659793814433,0.7938144329896907,0
1618,Male,51,Sedentary,Urban,75,71,237,3.16,0.9466666666666667,0
1619,Female,44,Moderate,Rural,119,111,336,2.823529411764706,0.9327731092436975,0
1620,Male,24,Active,Suburban,188,167,682,3.627659574468085,0.8882978723404256,1
1621,Male,32,Active,Urban,164,160,748,4.560975609756097,0.975609756097561,1
1622,Female,34,Sedentary,Rural,84,44,324,3.857142857142857,0.5238095238095238,0
1623,Male,26,Active,Rural,153,122,641,4.189542483660131,0.7973856209150327,1
1624,Female,30,Active,Suburban,154,97,605,3.9285714285714284,0.6298701298701299,1
1625,Male,49,Sedentary,Urban,70,36,345,4.928571428571429,0.5142857142857142,0
1626,Male,19,Moderate,Rural,104,58,410,3.9423076923076925,0.5576923076923077,2
